Customer,State,Customer Lifetime Value,Response,Coverage,Coverage Index,Education,Education Index,Effective To Date,Employment Status,Employment Status Index,Gender,Income,Location,Location Index,Marital Status,Marital Status Index,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy Type Index,Policy,Policy Index,Renew Offer Type,Sales Channel,Sales Channel Index,Total Claim Amount,Vehicle Class,Vehicle Class Index,Vehicle Size,Vehicle Size Index
DA26490,California,6642.66,No,Basic,0,Bachelor,2,2/13/11,Employed,1,M,28844,Suburban,1,Married,1,85,27,63,0,3,Personal Auto,0,Personal L2,1,4,Branch,1,408.24,Two-Door Car,0,Small,0
DM59806,California,4821.32,No,Extended,1,Doctor,4,2/13/11,Employed,1,F,99702,Suburban,1,Single,0,120,9,47,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,576.72,Four-Door Car,1,Small,0
DD27563,Oregon,8562.34,No,Extended,1,High School or Below,0,2/13/11,Employed,1,M,117027,Urban,2,Single,0,108,5,111,0,3,Personal Auto,0,Personal L3,2,1,Agent,2,370.12,Four-Door Car,1,Large,2
XC25965,Washington,19918.38,No,Extended,1,Bachelor,2,2/13/11,Employed,1,F,35756,Suburban,1,Single,0,173,24,7,1,2,Personal Auto,0,Personal L1,0,1,Agent,2,829.44,SUV,4,Medsize,1
PC30692,Oregon,10153.73,No,Basic,0,Bachelor,2,2/13/11,Unemployed,0,M,0,Suburban,1,Single,0,155,45,0,0,3,Personal Auto,0,Personal L3,2,1,Branch,1,1332.85,SUV,4,Medsize,1
VR66049,Washington,9030.18,Yes,Extended,1,High School or Below,0,2/13/11,Employed,1,M,76923,Suburban,1,Married,1,113,45,95,0,7,Corporate Auto,1,Corporate L3,5,2,Agent,2,808.65,Two-Door Car,0,Medsize,1
ZR56751,Washington,8440.69,No,Extended,1,Master,3,2/13/11,Employed,1,F,125408,Rural,0,Married,1,104,7,3,0,7,Personal Auto,0,Personal L2,1,2,Call Center,3,58.24,Two-Door Car,0,Small,0
RQ94849,California,3223.61,No,Basic,0,College,1,2/13/11,Unemployed,0,M,0,Suburban,1,Single,0,90,31,119,0,1,Personal Auto,0,Personal L3,2,1,Web,0,651.24,Four-Door Car,1,Medsize,1
BV22194,Arizona,19162.11,No,Basic,0,High School or Below,0,2/13/11,Employed,1,F,119040,Suburban,1,Married,1,95,43,105,0,2,Personal Auto,0,Personal L3,2,2,Call Center,3,453.6,Two-Door Car,0,Medsize,1
XV76553,Oregon,6107.07,No,Basic,0,High School or Below,0,2/13/11,Employed,1,M,101162,Rural,0,Married,1,151,20,84,0,1,Corporate Auto,1,Corporate L3,5,2,Branch,1,260.36,SUV,4,Medsize,1
IC22580,California,15570.86,No,Extended,1,College,1,2/13/11,Employed,1,M,115208,Urban,2,Married,1,128,8,58,0,2,Personal Auto,0,Personal L1,0,3,Agent,2,530.21,Four-Door Car,1,Small,0
OO64005,Oregon,3179.63,No,Basic,0,Bachelor,2,2/13/11,Unemployed,0,F,0,Suburban,1,Married,1,85,27,7,0,1,Personal Auto,0,Personal L3,2,1,Branch,1,408.24,Four-Door Car,1,Small,0
RN45606,Nevada,21903.13,No,Extended,1,High School or Below,0,2/13/11,Employed,1,F,43448,Rural,0,Married,1,184,19,123,1,2,Personal Auto,0,Personal L2,1,1,Branch,1,359.3,SUV,4,Medsize,1
MW98508,Oregon,3900.27,No,Basic,0,College,1,2/13/11,Employed,1,F,97301,Rural,0,Married,1,99,43,1,2,1,Special Auto,2,Special L3,8,2,Web,0,30.47,Four-Door Car,1,Medsize,1
MM50888,Arizona,4125.89,No,Extended,1,High School or Below,0,2/13/11,Employed,1,F,46328,Urban,2,Married,1,105,8,43,2,1,Personal Auto,0,Personal L3,2,2,Web,0,355.85,Two-Door Car,0,Medsize,1
WX84274,Oregon,6669.17,No,Basic,0,Bachelor,2,2/13/11,Unemployed,0,F,0,Suburban,1,Single,0,96,14,115,0,3,Corporate Auto,1,Corporate L3,5,1,Agent,2,744.62,Four-Door Car,1,Small,0
FD36230,California,11396.25,No,Basic,0,High School or Below,0,2/13/11,Employed,1,F,68581,Rural,0,Married,1,97,34,28,3,2,Personal Auto,0,Personal L2,1,2,Agent,2,58.62,Four-Door Car,1,Medsize,1
UO54843,California,7252.68,No,Basic,0,Bachelor,2,2/13/11,Employed,1,M,94886,Rural,0,Married,1,90,22,89,0,3,Corporate Auto,1,Corporate L3,5,2,Web,0,175.69,Four-Door Car,1,Medsize,1
XO56170,California,3870.21,No,Basic,0,High School or Below,0,2/13/11,Employed,1,F,118028,Urban,2,Divorced,2,97,36,57,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,303.05,Four-Door Car,1,Medsize,1
ZA45956,California,18543.78,Yes,Premium,2,Master,3,2/13/11,Disabled,4,F,21844,Suburban,1,Divorced,2,244,30,107,0,8,Personal Auto,0,Personal L2,1,1,Web,0,1702.78,SUV,4,Medsize,1
BT57285,California,6161.23,No,Extended,1,High School or Below,0,2/13/11,Unemployed,0,M,0,Suburban,1,Married,1,167,43,53,0,1,Personal Auto,0,Personal L1,0,1,Agent,2,803.52,SUV,4,Medsize,1
SF30642,California,12145.65,No,Basic,0,High School or Below,0,2/13/11,Employed,1,M,67103,Suburban,1,Married,1,153,18,128,0,3,Personal Auto,0,Personal L3,2,2,Call Center,3,833.65,SUV,4,Medsize,1
GU99037,Oregon,3311.52,No,Basic,0,College,1,2/14/11,Employed,1,M,107862,Urban,2,Married,1,84,7,116,1,1,Corporate Auto,1,Corporate L1,3,4,Agent,2,366.67,Four-Door Car,1,Medsize,1
IX37561,Washington,6881.98,No,Basic,0,College,1,2/14/11,Unemployed,0,F,0,Suburban,1,Single,0,100,4,128,0,7,Personal Auto,0,Personal L3,2,3,Web,0,719.28,Two-Door Car,0,Medsize,1
CD88896,Nevada,3394.7,Yes,Basic,0,High School or Below,0,2/14/11,Employed,1,F,59211,Rural,0,Single,0,88,20,78,0,1,Corporate Auto,1,Corporate L3,5,2,Agent,2,210.77,Four-Door Car,1,Medsize,1
UW32074,Oregon,6217.11,No,Basic,0,College,1,2/14/11,Unemployed,0,F,0,Suburban,1,Divorced,2,86,18,86,0,4,Corporate Auto,1,Corporate L3,5,1,Branch,1,414.72,Four-Door Car,1,Small,0
UF33451,Oregon,14821.78,No,Extended,1,Bachelor,2,2/14/11,Employed,1,F,128016,Urban,2,Married,1,182,7,86,0,4,Personal Auto,0,Personal L3,2,1,Agent,2,478.88,SUV,4,Medsize,1
YL74732,California,5173.36,No,Basic,0,High School or Below,0,2/14/11,Disabled,4,F,20509,Suburban,1,Married,1,135,1,9,0,1,Personal Auto,0,Personal L2,1,4,Web,0,648,SUV,4,Medsize,1
UK52289,Arizona,3486.25,Yes,Basic,0,Bachelor,2,2/14/11,Employed,1,F,103587,Urban,2,Married,1,86,3,92,0,1,Special Auto,2,Special L3,8,2,Agent,2,271.96,Four-Door Car,1,Medsize,1
HU35721,Oregon,3883.71,No,Basic,0,High School or Below,0,2/14/11,Employed,1,M,54231,Suburban,1,Divorced,2,99,11,105,0,1,Personal Auto,0,Personal L3,2,4,Agent,2,473.04,Four-Door Car,1,Medsize,1
GE47180,Nevada,12188.91,No,Basic,0,High School or Below,0,2/14/11,Employed,1,M,89065,Rural,0,Married,1,153,4,58,0,3,Personal Auto,0,Personal L3,2,3,Agent,2,317.55,Sports Car,2,Medsize,1
ZH19885,Washington,3394.7,Yes,Basic,0,High School or Below,0,2/14/11,Employed,1,F,59211,Rural,0,Single,0,88,20,78,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,210.77,Four-Door Car,1,Medsize,1
CK19789,California,7947.7,No,Basic,0,Master,3,2/14/11,Employed,1,F,84744,Rural,0,Married,1,99,26,77,0,9,Personal Auto,0,Personal L3,2,4,Branch,1,108.9,Four-Door Car,1,Medsize,1
GE82737,Nevada,7205.43,No,Extended,1,Bachelor,2,2/14/11,Unemployed,0,F,0,Suburban,1,Single,0,116,26,126,3,5,Personal Auto,0,Personal L3,2,1,Agent,2,835.92,Four-Door Car,1,Small,0
KN34250,Oregon,13782.05,Yes,Extended,1,College,1,2/14/11,Employed,1,F,47901,Suburban,1,Married,1,174,28,80,0,3,Corporate Auto,1,Corporate L2,4,1,Branch,1,835.92,SUV,4,Medsize,1
EZ50606,Oregon,32231.89,No,Basic,0,High School or Below,0,2/14/11,Unemployed,0,F,0,Suburban,1,Married,1,146,11,74,0,2,Corporate Auto,1,Corporate L3,5,4,Web,0,826.34,SUV,4,Medsize,1
NL41409,Oregon,3518.38,No,Basic,0,Bachelor,2,2/14/11,Employed,1,F,38501,Suburban,1,Married,1,89,1,76,0,1,Personal Auto,0,Personal L3,2,2,Web,0,616.24,Two-Door Car,0,Large,2
GP40701,California,11174.81,No,Basic,0,Bachelor,2,2/14/11,Employed,1,F,107703,Suburban,1,Married,1,92,15,78,0,2,Personal Auto,0,Personal L2,1,2,Web,0,440.64,Four-Door Car,1,Medsize,1
HN95240,Arizona,6728.53,No,Basic,0,College,1,2/14/11,Unemployed,0,F,0,Suburban,1,Divorced,2,95,34,65,0,9,Corporate Auto,1,Corporate L1,3,1,Agent,2,453.6,Four-Door Car,1,Small,0
NG82219,Oregon,3486.25,Yes,Basic,0,Bachelor,2,2/14/11,Employed,1,F,103587,Urban,2,Married,1,86,3,92,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,271.96,Four-Door Car,1,Medsize,1
JY16280,California,3394.7,Yes,Basic,0,High School or Below,0,2/14/11,Employed,1,F,59211,Rural,0,Single,0,88,20,78,0,1,Personal Auto,0,Personal L2,1,2,Agent,2,210.77,Four-Door Car,1,Medsize,1
WY97929,Arizona,11768.02,Yes,Basic,0,College,1,2/14/11,Employed,1,M,113192,Suburban,1,Married,1,100,30,127,3,2,Special Auto,2,Special L1,6,2,Agent,2,479.52,Four-Door Car,1,Large,2
HG33568,Arizona,10101.56,No,Basic,0,Master,3,2/14/11,Employed,1,F,34649,Urban,2,Married,1,85,9,41,2,2,Personal Auto,0,Personal L3,2,4,Call Center,3,364.5,Four-Door Car,1,Medsize,1
NL59519,California,15613.68,No,Extended,1,College,1,2/14/11,Employed,1,F,87267,Urban,2,Married,1,130,4,107,0,2,Personal Auto,0,Personal L2,1,3,Branch,1,545.76,Four-Door Car,1,Large,2
SB18278,Oregon,6270.35,No,Basic,0,Bachelor,2,2/14/11,Unemployed,0,M,0,Suburban,1,Divorced,2,86,31,96,0,6,Corporate Auto,1,Corporate L1,3,3,Branch,1,414.72,Four-Door Car,1,Small,0
FZ55002,Nevada,7047.38,No,Basic,0,Doctor,4,2/14/11,Unemployed,0,F,0,Suburban,1,Married,1,93,31,18,0,7,Personal Auto,0,Personal L3,2,4,Agent,2,447.12,Four-Door Car,1,Small,0
PT32230,California,10505.87,No,Basic,0,High School or Below,0,2/14/11,Employed,1,F,94580,Rural,0,Married,1,262,1,131,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,342.55,Luxury SUV,5,Medsize,1
ZF27999,Nevada,6621.61,Yes,Extended,1,College,1,2/14/11,Retired,3,F,17418,Suburban,1,Divorced,2,188,4,69,0,1,Personal Auto,0,Personal L1,0,1,Agent,2,900.72,Sports Car,2,Medsize,1
SC92090,Arizona,11768.02,Yes,Basic,0,College,1,2/14/11,Employed,1,M,113192,Suburban,1,Married,1,100,30,127,3,2,Personal Auto,0,Personal L2,1,2,Agent,2,479.52,Four-Door Car,1,Large,2
LN55080,Oregon,23938.83,No,Basic,0,Bachelor,2,2/14/11,Employed,1,F,56958,Rural,0,Married,1,100,3,58,1,2,Special Auto,2,Special L2,7,1,Call Center,3,92.67,Two-Door Car,0,Medsize,1
IF38438,Arizona,29055.98,No,Extended,1,High School or Below,0,2/14/11,Employed,1,F,60338,Rural,0,Married,1,107,19,69,2,2,Personal Auto,0,Personal L2,1,1,Call Center,3,109.57,Two-Door Car,0,Medsize,1
PS69748,Washington,11768.02,Yes,Basic,0,College,1,2/14/11,Employed,1,M,113192,Suburban,1,Married,1,100,30,127,3,2,Personal Auto,0,Personal L3,2,2,Agent,2,479.52,Four-Door Car,1,Large,2
NA89685,Oregon,7757.3,No,Basic,0,College,1,2/14/11,Employed,1,M,83687,Rural,0,Married,1,97,28,63,0,9,Personal Auto,0,Personal L3,2,1,Agent,2,65.99,Four-Door Car,1,Medsize,1
RJ90816,California,4515.49,No,Extended,1,College,1,2/14/11,Employed,1,F,44878,Rural,0,Married,1,115,18,26,0,1,Personal Auto,0,Personal L3,2,2,Call Center,3,33.15,Four-Door Car,1,Small,0
NB54665,Arizona,3394.7,Yes,Basic,0,High School or Below,0,2/14/11,Employed,1,F,59211,Rural,0,Single,0,88,20,78,0,1,Corporate Auto,1,Corporate L1,3,2,Agent,2,210.77,Four-Door Car,1,Medsize,1
BU14748,Arizona,4885.23,No,Extended,1,High School or Below,0,2/14/11,Employed,1,M,68519,Suburban,1,Married,1,123,28,34,0,1,Personal Auto,0,Personal L3,2,4,Agent,2,589.68,Two-Door Car,0,Medsize,1
LD26428,Oregon,6605.94,No,Basic,0,Bachelor,2,2/14/11,Unemployed,0,M,0,Suburban,1,Single,0,99,15,76,0,5,Corporate Auto,1,Corporate L3,5,2,Branch,1,918.06,Four-Door Car,1,Medsize,1
NL74789,California,9888.65,No,Premium,2,Bachelor,2,2/14/11,Unemployed,0,F,0,Suburban,1,Single,0,142,5,132,0,6,Special Auto,2,Special L2,7,1,Branch,1,680.4,Two-Door Car,0,Medsize,1
IF87079,Arizona,7831.52,No,Basic,0,Master,3,2/14/11,Employed,1,F,66051,Rural,0,Divorced,2,97,1,69,0,9,Personal Auto,0,Personal L2,1,1,Agent,2,188.13,Four-Door Car,1,Medsize,1
SV28347,California,11455.2,No,Basic,0,High School or Below,0,2/14/11,Employed,1,M,44019,Suburban,1,Single,0,150,36,107,1,8,Corporate Auto,1,Corporate L3,5,2,Branch,1,719.28,SUV,4,Medsize,1
MM45334,Oregon,11028.84,No,Basic,0,College,1,2/14/11,Employed,1,F,55084,Rural,0,Single,0,96,11,26,3,2,Personal Auto,0,Personal L3,2,3,Call Center,3,165.93,Four-Door Car,1,Medsize,1
QF21045,Oregon,3692.98,No,Basic,0,College,1,2/14/11,Employed,1,F,133927,Urban,2,Married,1,92,9,28,0,1,Personal Auto,0,Personal L2,1,2,Branch,1,436.38,Two-Door Car,0,Medsize,1
GM63998,Oregon,44028.48,No,Premium,2,Doctor,4,2/14/11,Employed,1,F,60984,Suburban,1,Married,1,362,27,77,0,2,Personal Auto,0,Personal L3,2,3,Call Center,3,1736.64,Luxury Car,3,Medsize,1
ZS22428,California,6637.38,No,Basic,0,Bachelor,2,2/14/11,Employed,1,F,29574,Rural,0,Married,1,84,8,63,0,3,Personal Auto,0,Personal L3,2,2,Agent,2,4,Four-Door Car,1,Medsize,1
LC33025,Oregon,10689.75,No,Extended,1,College,1,2/14/11,Employed,1,M,60342,Suburban,1,Married,1,285,0,119,4,1,Personal Auto,0,Personal L2,1,1,Call Center,3,1367.28,Luxury Car,3,Medsize,1
KV99550,California,8795.19,No,Basic,0,High School or Below,0,2/14/11,Unemployed,0,M,0,Suburban,1,Married,1,82,16,101,1,2,Personal Auto,0,Personal L3,2,2,Agent,2,395.28,Four-Door Car,1,Small,0
JT41591,Washington,3653.08,No,Extended,1,College,1,2/14/11,Unemployed,0,M,0,Suburban,1,Single,0,112,20,115,1,1,Personal Auto,0,Personal L1,0,1,Agent,2,537.84,Four-Door Car,1,Large,2
HO50571,California,13782.05,Yes,Extended,1,College,1,2/14/11,Employed,1,F,47901,Suburban,1,Married,1,174,28,80,0,3,Personal Auto,0,Personal L3,2,1,Branch,1,835.92,SUV,4,Medsize,1
BH86846,Washington,27956.15,No,Basic,0,High School or Below,0,2/14/11,Employed,1,M,124307,Rural,0,Married,1,88,16,92,1,2,Corporate Auto,1,Corporate L3,5,4,Agent,2,154.98,Four-Door Car,1,Medsize,1
EE99484,Washington,3394.7,Yes,Basic,0,High School or Below,0,2/14/11,Employed,1,F,59211,Rural,0,Single,0,88,20,78,0,1,Corporate Auto,1,Corporate L3,5,2,Agent,2,210.77,Four-Door Car,1,Medsize,1
BL93659,California,7850.32,No,Extended,1,Bachelor,2,2/14/11,Unemployed,0,M,0,Suburban,1,Married,1,108,23,130,0,5,Personal Auto,0,Personal L2,1,1,Call Center,3,518.4,Four-Door Car,1,Medsize,1
VD62056,Arizona,6303.46,Yes,Premium,2,High School or Below,0,2/14/11,Employed,1,F,102812,Suburban,1,Married,1,157,20,108,0,1,Personal Auto,0,Personal L3,2,2,Call Center,3,751.68,Two-Door Car,0,Small,0
GG70928,California,6756.19,No,Basic,0,Master,3,2/14/11,Employed,1,F,45314,Urban,2,Married,1,85,34,76,1,4,Personal Auto,0,Personal L3,2,1,Call Center,3,276.81,Four-Door Car,1,Medsize,1
PB21909,Oregon,13197.35,No,Extended,1,Bachelor,2,2/14/11,Employed,1,M,75103,Urban,2,Single,0,166,47,132,0,7,Personal Auto,0,Personal L2,1,1,Agent,2,646.12,SUV,4,Medsize,1
ZK38095,California,3198.74,No,Basic,0,Bachelor,2,2/14/11,Unemployed,0,F,0,Suburban,1,Single,0,92,47,47,0,1,Personal Auto,0,Personal L2,1,1,Call Center,3,657.92,Four-Door Car,1,Small,0
VE64781,Arizona,3951.55,No,Basic,0,Bachelor,2,2/14/11,Employed,1,F,102175,Suburban,1,Married,1,99,47,63,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,499.39,Four-Door Car,1,Small,0
ZW19492,Oregon,3246.64,No,Basic,0,Bachelor,2,2/14/11,Employed,1,M,85664,Urban,2,Divorced,2,82,35,96,0,1,Personal Auto,0,Personal L3,2,1,Branch,1,388.33,Two-Door Car,0,Medsize,1
ZH28312,California,7506.38,No,Basic,0,Bachelor,2,2/14/11,Unemployed,0,F,0,Rural,0,Married,1,100,39,70,0,8,Corporate Auto,1,Corporate L2,4,1,Branch,1,89.04,Four-Door Car,1,Medsize,1
SK12432,Arizona,3224.28,No,Basic,0,Bachelor,2,2/14/11,Unemployed,0,M,0,Suburban,1,Single,0,99,16,113,0,1,Personal Auto,0,Personal L1,0,2,Web,0,915.26,Four-Door Car,1,Medsize,1
NE22677,California,17659.06,No,Extended,1,College,1,2/14/11,Unemployed,0,M,0,Suburban,1,Divorced,2,167,16,78,0,2,Special Auto,2,Special L2,7,1,Web,0,803.52,SUV,4,Small,0
OM63954,California,12507.16,No,Premium,2,Bachelor,2,2/14/11,Employed,1,F,75380,Suburban,1,Single,0,158,22,47,0,9,Personal Auto,0,Personal L1,0,2,Agent,2,1001.52,Two-Door Car,0,Medsize,1
WV53081,Arizona,3507.12,No,Basic,0,College,1,2/14/11,Employed,1,F,66566,Rural,0,Married,1,88,9,131,0,1,Corporate Auto,1,Corporate L1,3,3,Agent,2,202.82,Four-Door Car,1,Medsize,1
PU73561,Arizona,5665.18,No,Basic,0,Bachelor,2,2/14/11,Employed,1,F,33265,Suburban,1,Married,1,142,16,111,0,1,Personal Auto,0,Personal L2,1,2,Agent,2,680.4,SUV,4,Medsize,1
XQ14689,Nevada,5751.96,No,Basic,0,College,1,2/14/11,Unemployed,0,M,0,Suburban,1,Single,0,84,1,99,0,3,Personal Auto,0,Personal L3,2,1,Agent,2,602.64,Four-Door Car,1,Small,0
HL33607,Washington,11768.02,Yes,Basic,0,College,1,2/14/11,Employed,1,M,113192,Suburban,1,Married,1,100,30,127,3,2,Personal Auto,0,Personal L2,1,2,Agent,2,479.52,Four-Door Car,1,Large,2
ZK90062,Arizona,19124.37,No,Basic,0,Bachelor,2,2/14/11,Employed,1,M,91244,Suburban,1,Divorced,2,159,0,78,0,2,Personal Auto,0,Personal L2,1,1,Agent,2,764.64,Sports Car,2,Medsize,1
JD11661,Oregon,10162.93,No,Basic,0,College,1,2/14/11,Unemployed,0,F,0,Suburban,1,Single,0,143,0,59,0,7,Personal Auto,0,Personal L2,1,2,Agent,2,686.88,SUV,4,Medsize,1
LW80918,Oregon,11682.31,No,Basic,0,Doctor,4,2/14/11,Employed,1,M,94100,Rural,0,Married,1,97,34,124,0,2,Personal Auto,0,Personal L3,2,4,Agent,2,121.39,Two-Door Car,0,Medsize,1
BH60627,Oregon,10153.61,No,Premium,2,College,1,2/14/11,Unemployed,0,M,0,Suburban,1,Married,1,140,18,27,0,3,Personal Auto,0,Personal L3,2,1,Branch,1,673.92,Four-Door Car,1,Small,0
GJ31412,Oregon,8978.6,No,Extended,1,Bachelor,2,2/14/11,Employed,1,M,134317,Suburban,1,Married,1,112,15,88,0,3,Personal Auto,0,Personal L3,2,2,Agent,2,537.84,Four-Door Car,1,Small,0
JU72142,Oregon,18903.72,No,Basic,0,Bachelor,2,2/14/11,Employed,1,M,82654,Urban,2,Married,1,158,4,0,0,2,Personal Auto,0,Personal L3,2,2,Call Center,3,597.21,SUV,4,Small,0
YK23193,Nevada,8177.05,Yes,Extended,1,Bachelor,2,2/14/11,Retired,3,M,37369,Suburban,1,Married,1,112,18,84,0,9,Personal Auto,0,Personal L3,2,2,Agent,2,537.84,Two-Door Car,0,Medsize,1
JO32686,Arizona,10987.65,No,Basic,0,Bachelor,2,2/14/11,Medical Leave,2,F,33739,Suburban,1,Married,1,143,32,11,0,3,Personal Auto,0,Personal L3,2,1,Agent,2,686.88,SUV,4,Small,0
ZF73834,California,3486.25,Yes,Basic,0,Bachelor,2,2/14/11,Employed,1,F,103587,Urban,2,Married,1,86,3,92,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,271.96,Four-Door Car,1,Medsize,1
OG17756,Arizona,6621.61,Yes,Extended,1,College,1,2/14/11,Retired,3,F,17418,Suburban,1,Divorced,2,188,4,69,0,1,Personal Auto,0,Personal L2,1,1,Agent,2,900.72,Sports Car,2,Medsize,1
UQ16798,Arizona,13782.05,Yes,Extended,1,College,1,2/14/11,Employed,1,F,47901,Suburban,1,Married,1,174,28,80,0,3,Personal Auto,0,Personal L2,1,1,Branch,1,835.92,SUV,4,Medsize,1
VW13019,Nevada,6621.61,Yes,Extended,1,College,1,2/14/11,Retired,3,F,17418,Suburban,1,Divorced,2,188,4,69,0,1,Corporate Auto,1,Corporate L2,4,1,Agent,2,900.72,Sports Car,2,Medsize,1
NN44758,Arizona,6303.46,Yes,Premium,2,High School or Below,0,2/14/11,Employed,1,F,102812,Suburban,1,Married,1,157,20,108,0,1,Personal Auto,0,Personal L2,1,2,Call Center,3,751.68,Two-Door Car,0,Small,0
ZT18953,Oregon,11045.32,No,Basic,0,Bachelor,2,2/14/11,Unemployed,0,F,0,Suburban,1,Married,1,147,34,126,0,4,Corporate Auto,1,Corporate L3,5,1,Branch,1,706.32,SUV,4,Medsize,1
EF13716,Oregon,3641.39,No,Basic,0,College,1,2/14/11,Employed,1,M,81624,Urban,2,Married,1,92,19,14,1,1,Personal Auto,0,Personal L3,2,1,Agent,2,292.86,Four-Door Car,1,Large,2
LZ35469,California,3486.25,Yes,Basic,0,Bachelor,2,2/14/11,Employed,1,F,103587,Urban,2,Married,1,86,3,92,0,1,Personal Auto,0,Personal L2,1,2,Agent,2,271.96,Four-Door Car,1,Medsize,1
DB17162,Arizona,7240.6,No,Basic,0,High School or Below,0,2/14/11,Employed,1,M,86837,Suburban,1,Married,1,90,9,90,0,3,Personal Auto,0,Personal L2,1,3,Branch,1,434.16,Four-Door Car,1,Small,0
MS87381,California,32219.31,No,Extended,1,High School or Below,0,2/14/11,Unemployed,0,F,0,Suburban,1,Married,1,109,36,126,1,2,Personal Auto,0,Personal L2,1,3,Branch,1,524.88,Four-Door Car,1,Medsize,1
OV87950,California,3830.17,No,Basic,0,College,1,2/14/11,Employed,1,M,39477,Suburban,1,Married,1,99,35,31,0,1,Personal Auto,0,Personal L1,0,3,Branch,1,473.04,Two-Door Car,0,Large,2
OD85990,Oregon,5351.6,No,Basic,0,Bachelor,2,2/14/11,Disabled,4,F,31690,Suburban,1,Divorced,2,138,7,28,0,1,Corporate Auto,1,Corporate L3,5,1,Branch,1,660.96,SUV,4,Medsize,1
OI48534,California,3533.2,No,Basic,0,High School or Below,0,2/14/11,Employed,1,F,132756,Rural,0,Single,0,88,18,45,0,1,Personal Auto,0,Personal L1,0,3,Web,0,48.06,Four-Door Car,1,Medsize,1
RH72839,Nevada,6303.46,Yes,Premium,2,High School or Below,0,2/14/11,Employed,1,F,102812,Suburban,1,Married,1,157,20,108,0,1,Personal Auto,0,Personal L1,0,2,Call Center,3,751.68,Two-Door Car,0,Small,0
UN52560,Arizona,8476.33,No,Extended,1,Bachelor,2,2/14/11,Employed,1,M,64353,Suburban,1,Married,1,108,22,113,0,3,Personal Auto,0,Personal L3,2,2,Branch,1,518.4,Four-Door Car,1,Small,0
OT94107,Oregon,4288.77,No,Extended,1,Bachelor,2,2/14/11,Employed,1,F,47994,Suburban,1,Single,0,109,45,70,1,1,Personal Auto,0,Personal L2,1,2,Branch,1,762.9,Four-Door Car,1,Small,0
DD22139,Washington,10615.09,No,Basic,0,College,1,2/14/11,Unemployed,0,F,0,Suburban,1,Divorced,2,97,12,38,0,2,Corporate Auto,1,Corporate L3,5,1,Branch,1,988.68,Two-Door Car,0,Small,0
GY99495,Oregon,8332.73,No,Extended,1,Master,3,2/14/11,Unemployed,0,M,0,Suburban,1,Divorced,2,113,8,126,0,7,Corporate Auto,1,Corporate L3,5,1,Web,0,544.32,Four-Door Car,1,Medsize,1
DJ11965,California,6621.61,Yes,Extended,1,College,1,2/14/11,Retired,3,F,17418,Suburban,1,Divorced,2,188,4,69,0,1,Personal Auto,0,Personal L3,2,1,Agent,2,900.72,Sports Car,2,Medsize,1
YY71144,Oregon,11768.02,Yes,Basic,0,College,1,2/14/11,Employed,1,M,113192,Suburban,1,Married,1,100,30,127,3,2,Personal Auto,0,Personal L1,0,2,Agent,2,479.52,Four-Door Car,1,Large,2
KG23128,Oregon,8177.05,Yes,Extended,1,Bachelor,2,2/14/11,Retired,3,M,37369,Suburban,1,Married,1,112,18,84,0,9,Personal Auto,0,Personal L3,2,2,Agent,2,537.84,Two-Door Car,0,Medsize,1
VH77056,Arizona,3305.83,No,Basic,0,Bachelor,2,2/14/11,Employed,1,F,54888,Rural,0,Married,1,82,32,107,1,1,Personal Auto,0,Personal L2,1,3,Call Center,3,51.81,Four-Door Car,1,Medsize,1
CX65318,Arizona,23517.76,No,Extended,1,Master,3,2/14/11,Employed,1,M,42845,Suburban,1,Married,1,294,23,3,0,3,Personal Auto,0,Personal L2,1,1,Agent,2,1412.64,Luxury SUV,5,Medsize,1
FY24370,Oregon,17474.65,No,Basic,0,Bachelor,2,2/14/11,Unemployed,0,M,0,Suburban,1,Single,0,258,36,66,0,3,Personal Auto,0,Personal L3,2,1,Agent,2,1856.52,Luxury Car,3,Medsize,1
UV64489,Arizona,11767.1,No,Basic,0,Bachelor,2,2/14/11,Employed,1,F,38803,Suburban,1,Single,0,151,12,18,0,3,Personal Auto,0,Personal L3,2,3,Call Center,3,725.76,SUV,4,Medsize,1
EO77382,Arizona,11979.26,No,Premium,2,Bachelor,2,2/14/11,Employed,1,F,72229,Suburban,1,Single,0,154,4,58,0,7,Personal Auto,0,Personal L1,0,1,Agent,2,738.72,Four-Door Car,1,Medsize,1
SK32629,California,6621.61,Yes,Extended,1,College,1,2/14/11,Retired,3,F,17418,Suburban,1,Divorced,2,188,4,69,0,1,Personal Auto,0,Personal L3,2,1,Agent,2,900.72,Sports Car,2,Medsize,1
OW33876,Washington,3343.25,No,Basic,0,College,1,2/14/11,Employed,1,F,64689,Urban,2,Married,1,84,3,69,0,1,Corporate Auto,1,Corporate L3,5,2,Call Center,3,332.45,Two-Door Car,0,Medsize,1
