customer_id,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy_name,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,income_band,claim_severity,complaint_risk,risk_score,missing_income_flag
IP93821,California,4861.26,Yes,Basic,High School or Below,0011-02-25,Retired,F,33948,Suburban,Single,136,9,73,0,1,Personal Auto,Personal L1,1,Agent,937.71,SUV,Medsize,Low,Medium,None,0,0
SD67101,Nevada,4861.26,Yes,Basic,High School or Below,0011-02-25,Retired,F,33948,Suburban,Single,136,9,73,0,1,Personal Auto,Personal L2,1,Agent,937.71,SUV,Medsize,Low,Medium,None,0,0
UU22643,Oregon,4861.26,Yes,Basic,High School or Below,0011-02-25,Retired,F,33948,Suburban,Single,136,9,73,0,1,Personal Auto,Personal L3,1,Agent,937.71,SUV,Medsize,Low,Medium,None,0,0
CW85845,California,3718.52,No,Basic,High School or Below,2024-08-01,Employed,F,33954,Urban,Married,93,30,26,0,1,Corporate Auto,Corporate L2,2,Agent,429.36,Four-Door Car,Medsize,Low,Low,None,0,0
QI11566,Oregon,3422.24,No,Basic,Bachelor,0011-02-28,Disabled,F,33970,Suburban,Married,90,43,24,0,1,Corporate Auto,Corporate L2,2,Branch,434.16,Two-Door Car,Small,Low,Low,None,0,0
LW64678,California,68871.69,No,Premium,Master,0011-02-19,Employed,F,33975,Urban,Married,189,4,103,0,2,Personal Auto,Personal L3,2,Agent,570.37,SUV,Small,Low,Medium,None,0,0
SF86727,Nevada,7534.3,No,Basic,Master,0011-02-16,Employed,M,33993,Urban,Married,95,28,59,0,9,Personal Auto,Personal L2,2,Branch,318.46,Four-Door Car,Medsize,Low,Low,None,0,0
CL97519,California,6322.65,No,Extended,College,2024-10-02,Employed,M,34002,Suburban,Married,163,11,107,0,1,Personal Auto,Personal L3,3,Call Center,784.08,SUV,Medsize,Low,Medium,None,0,0
FS19862,Arizona,12301.26,No,Basic,Bachelor,0011-01-17,Disabled,F,34017,Suburban,Married,159,35,49,0,4,Personal Auto,Personal L3,3,Call Center,764.64,SUV,Small,Low,Medium,None,0,0
AT26484,Nevada,5154.93,No,Premium,College,0011-01-16,Employed,M,34048,Suburban,Married,139,14,55,5,1,Special Auto,Special L2,2,Web,831.61,Four-Door Car,Small,Low,Medium,High,2,0
SQ19467,Oregon,8848.19,No,Extended,College,0011-01-27,Disabled,F,34050,Suburban,Single,122,38,93,0,3,Personal Auto,Personal L3,2,Agent,642.09,Four-Door Car,Small,Low,Medium,None,0,0
HD44279,Arizona,6872.11,No,Basic,Bachelor,2024-08-02,Disabled,F,34055,Suburban,Divorced,96,18,131,1,4,Personal Auto,Personal L2,1,Branch,460.08,Four-Door Car,Medsize,Low,Low,Low,2,0
SN67992,Washington,4656.82,No,Extended,Bachelor,2024-04-02,Medical Leave,F,34069,Suburban,Divorced,120,3,35,0,1,Personal Auto,Personal L3,2,Call Center,576.72,Four-Door Car,Medsize,Low,Medium,None,0,0
DY49235,Arizona,7027.76,No,Basic,College,2024-10-01,Disabled,F,34070,Suburban,Divorced,93,31,70,0,9,Personal Auto,Personal L3,2,Agent,510.77,Four-Door Car,Medsize,Low,Medium,None,0,0
AR69517,California,15917.17,Yes,Basic,College,2024-03-01,Retired,M,34089,Suburban,Divorced,89,18,58,0,2,Corporate Auto,Corporate L3,2,Web,427.68,Four-Door Car,Medsize,Low,Low,None,0,0
QH48047,Oregon,15917.17,Yes,Basic,College,2024-03-01,Retired,M,34089,Suburban,Divorced,89,18,58,0,2,Personal Auto,Personal L2,2,Web,427.68,Four-Door Car,Medsize,Low,Low,None,0,0
GC40999,Oregon,15917.17,Yes,Basic,College,2024-03-01,Retired,M,34089,Suburban,Divorced,89,18,58,0,2,Personal Auto,Personal L3,2,Web,427.68,Four-Door Car,Medsize,Low,Low,None,0,0
JW94491,California,15917.17,Yes,Basic,College,2024-03-01,Retired,M,34089,Suburban,Divorced,89,18,58,0,2,Personal Auto,Personal L2,2,Web,427.68,Four-Door Car,Medsize,Low,Low,None,0,0
GH48839,California,15917.17,Yes,Basic,College,2024-03-01,Retired,M,34089,Suburban,Divorced,89,18,58,0,2,Corporate Auto,Corporate L3,2,Web,427.68,Four-Door Car,Medsize,Low,Low,None,0,0
UQ54273,California,15917.17,Yes,Basic,College,2024-03-01,Retired,M,34089,Suburban,Divorced,89,18,58,0,2,Personal Auto,Personal L3,2,Web,427.68,Four-Door Car,Medsize,Low,Low,None,0,0
IR62720,Nevada,9237.48,No,Extended,Bachelor,0011-02-19,Disabled,M,34100,Suburban,Married,117,24,11,0,9,Personal Auto,Personal L1,3,Agent,563.76,Four-Door Car,Medsize,Low,Medium,None,0,0
OO63074,California,6099.18,No,Basic,Bachelor,2024-09-02,Medical Leave,F,34102,Suburban,Married,159,42,12,0,1,Personal Auto,Personal L3,4,Branch,764.64,SUV,Medsize,Low,Medium,None,0,0
GX33877,Arizona,47280.31,No,Extended,Bachelor,0011-02-22,Employed,F,34115,Suburban,Married,134,46,117,0,2,Personal Auto,Personal L2,2,Agent,962.28,Two-Door Car,Small,Low,Medium,None,0,0
VI55112,Oregon,18988.16,No,Basic,College,2024-02-02,Employed,M,34121,Urban,Single,82,7,108,0,2,Corporate Auto,Corporate L1,3,Agent,289.23,Four-Door Car,Medsize,Low,Low,None,0,0
YR75102,Arizona,48465.1,No,Basic,College,2024-08-02,Employed,M,34135,Suburban,Married,154,16,113,0,2,Personal Auto,Personal L2,1,Agent,738.72,SUV,Medsize,Low,Medium,None,0,0
EH16250,Arizona,10402.13,No,Basic,Bachelor,0011-02-26,Employed,M,34142,Suburban,Single,89,0,5,0,2,Personal Auto,Personal L1,3,Call Center,515.82,Four-Door Car,Medsize,Low,Medium,None,0,0
GC17585,Arizona,18188.8,No,Basic,Bachelor,0011-02-16,Employed,M,34158,Suburban,Married,95,18,22,1,2,Personal Auto,Personal L1,2,Branch,453.6,Four-Door Car,Medsize,Low,Low,Low,2,0
HS28694,Washington,3820.32,No,Basic,High School or Below,0011-02-19,Employed,F,34178,Rural,Married,96,20,131,0,1,Personal Auto,Personal L2,4,Branch,68.07,Two-Door Car,Medsize,Low,Low,None,0,0
ED44765,Oregon,9946.33,No,Basic,High School or Below,2024-02-01,Employed,F,34179,Suburban,Married,85,5,11,2,2,Personal Auto,Personal L2,2,Call Center,408.24,Four-Door Car,Small,Low,Low,Low,2,0
NY89701,California,8069.5,No,Extended,Bachelor,2024-05-02,Employed,F,34182,Urban,Married,103,14,95,1,8,Personal Auto,Personal L3,1,Agent,363.24,Four-Door Car,Large,Low,Low,Low,2,0
EB61889,California,12806.15,No,Extended,High School or Below,0011-02-28,Medical Leave,M,34185,Suburban,Divorced,170,31,70,0,3,Corporate Auto,Corporate L3,3,Call Center,1196.15,Sports Car,Medsize,Low,Medium,None,0,0
AT24793,Oregon,9265.22,No,Premium,College,0011-01-16,Employed,M,34225,Suburban,Married,234,14,88,0,1,Special Auto,Special L3,3,Call Center,1121.04,Sports Car,Medsize,Low,Medium,None,0,0
YA37626,Oregon,19732.1,No,Extended,Master,2024-05-01,Employed,M,34233,Suburban,Single,170,1,18,0,2,Personal Auto,Personal L1,4,Branch,1013.29,SUV,Medsize,Low,Medium,None,0,0
LZ19268,California,15712.51,Yes,Basic,College,0011-01-26,Medical Leave,F,34250,Suburban,Married,138,14,104,0,2,Personal Auto,Personal L3,1,Branch,660.96,Sports Car,Large,Low,Medium,None,0,0
AS18084,California,15712.51,Yes,Basic,College,0011-01-26,Medical Leave,F,34250,Suburban,Married,138,14,104,0,2,Personal Auto,Personal L2,1,Branch,660.96,Sports Car,Large,Low,Medium,None,0,0
CW12066,Oregon,15712.51,Yes,Basic,College,0011-01-26,Medical Leave,F,34250,Suburban,Married,138,14,104,0,2,Corporate Auto,Corporate L1,1,Branch,660.96,Sports Car,Large,Low,Medium,None,0,0
IC94523,California,15712.51,Yes,Basic,College,0011-01-26,Medical Leave,F,34250,Suburban,Married,138,14,104,0,2,Personal Auto,Personal L2,1,Branch,660.96,Sports Car,Large,Low,Medium,None,0,0
DC46685,California,15712.51,Yes,Basic,College,0011-01-26,Medical Leave,F,34250,Suburban,Married,138,14,104,0,2,Corporate Auto,Corporate L3,1,Branch,660.96,Sports Car,Large,Low,Medium,None,0,0
UV89077,Oregon,15712.51,Yes,Basic,College,0011-01-26,Medical Leave,F,34250,Suburban,Married,138,14,104,0,2,Personal Auto,Personal L3,1,Branch,660.96,Sports Car,Large,Low,Medium,None,0,0
JN78502,Washington,12669.28,No,Basic,High School or Below,0011-01-28,Employed,F,34250,Suburban,Married,157,28,86,0,3,Special Auto,Special L3,4,Web,751.68,SUV,Small,Low,Medium,None,0,0
WR63188,Arizona,10604.2,No,Basic,College,0011-01-16,Employed,M,34260,Suburban,Married,89,30,43,1,2,Personal Auto,Personal L2,1,Agent,566.28,Four-Door Car,Medsize,Low,Medium,Low,2,0
SB64873,Oregon,11071.06,No,Basic,Doctor,0011-02-13,Employed,M,34264,Suburban,Single,96,30,84,0,2,Personal Auto,Personal L2,2,Branch,460.08,Four-Door Car,Medsize,Low,Low,None,0,0
QT13680,California,3449.95,No,Basic,High School or Below,2024-01-02,Employed,M,34270,Suburban,Married,88,1,130,0,1,Corporate Auto,Corporate L3,4,Branch,619.39,Four-Door Car,Medsize,Low,Medium,None,0,0
YH86390,California,6500.26,No,Basic,Bachelor,0011-01-16,Disabled,F,34287,Suburban,Divorced,86,41,108,0,6,Corporate Auto,Corporate L3,2,Agent,414.72,Four-Door Car,Medsize,Low,Low,None,0,0
YP16210,California,7935.9,No,Basic,College,2024-02-01,Employed,F,34287,Suburban,Married,100,31,3,0,3,Personal Auto,Personal L3,4,Branch,628.99,Four-Door Car,Large,Low,Medium,None,0,0
FN80010,California,5822.07,No,Basic,Master,2024-03-01,Disabled,F,34295,Suburban,Divorced,151,22,5,0,1,Personal Auto,Personal L3,1,Branch,780.54,SUV,Medsize,Low,Medium,None,0,0
GT19025,Oregon,4909.36,No,Extended,Bachelor,0011-01-23,Medical Leave,F,34299,Urban,Divorced,132,3,119,0,1,Personal Auto,Personal L1,1,Branch,383.72,Four-Door Car,Medsize,Low,Low,None,0,0
FE46445,Arizona,9403.32,No,Extended,High School or Below,0011-01-22,Employed,F,34305,Urban,Married,116,11,99,0,8,Personal Auto,Personal L1,2,Branch,327.79,Four-Door Car,Medsize,Low,Low,None,0,0
BK43823,Oregon,16271.53,No,Premium,High School or Below,2024-03-01,Employed,F,34316,Suburban,Married,136,18,24,0,2,Personal Auto,Personal L2,2,Call Center,789.17,Four-Door Car,Medsize,Low,Medium,None,0,0
WH83589,Arizona,11419.53,No,Basic,High School or Below,0011-01-17,Disabled,F,34355,Suburban,Married,96,15,80,0,2,Personal Auto,Personal L2,4,Web,465.78,Four-Door Car,Medsize,Low,Low,None,0,0
AS77287,California,10934.42,No,Basic,College,2024-03-01,Disabled,M,34360,Suburban,Single,144,27,81,0,3,Personal Auto,Personal L3,1,Agent,1288.83,Sports Car,Medsize,Low,Medium,None,0,0
VF32979,Washington,7830.23,No,Basic,Bachelor,0011-01-24,Employed,F,34387,Suburban,Divorced,99,7,116,0,9,Corporate Auto,Corporate L2,1,Branch,473.04,Four-Door Car,Medsize,Low,Low,None,0,0
DB79306,California,5962.07,No,Basic,College,2024-04-01,Employed,M,34398,Urban,Married,158,35,66,3,1,Personal Auto,Personal L1,4,Web,656.84,SUV,Small,Low,Medium,High,2,0
NA12740,Oregon,6755.82,No,Basic,Master,2024-10-02,Disabled,M,34406,Rural,Married,88,20,72,0,3,Special Auto,Special L3,1,Web,97.79,Two-Door Car,Medsize,Low,Low,None,0,0
VS40267,California,41648.29,No,Basic,High School or Below,2024-08-02,Disabled,M,34429,Suburban,Married,155,16,80,0,2,Personal Auto,Personal L3,2,Branch,745.2,SUV,Medsize,Low,Medium,None,0,0
JG66653,Oregon,3426.2,No,Basic,High School or Below,0011-01-22,Employed,M,34433,Suburban,Married,88,14,22,0,1,Personal Auto,Personal L3,3,Branch,421.2,Two-Door Car,Medsize,Low,Low,None,0,0
XS89049,Nevada,3810.5,No,Basic,College,2024-09-02,Disabled,F,34467,Suburban,Married,100,36,70,0,1,Personal Auto,Personal L3,1,Agent,479.52,Two-Door Car,Small,Low,Low,None,0,0
DW20514,California,11391.93,No,Basic,College,0011-01-17,Disabled,M,34478,Suburban,Married,151,20,85,0,3,Personal Auto,Personal L3,1,Web,789.84,SUV,Small,Low,Medium,None,0,0
ND77597,Oregon,14964.22,No,Basic,Bachelor,0011-01-17,Employed,M,34482,Suburban,Married,95,28,63,0,2,Personal Auto,Personal L3,2,Branch,605.31,Four-Door Car,Medsize,Low,Medium,None,0,0
RZ27571,Washington,3639.55,No,Basic,Bachelor,0011-02-13,Employed,F,34484,Suburban,Married,92,24,41,0,1,Personal Auto,Personal L3,1,Agent,440.64,Four-Door Car,Medsize,Low,Low,None,0,0
OW85480,California,7219.9,No,Basic,Master,2024-04-01,Medical Leave,M,34486,Suburban,Married,93,26,66,0,9,Personal Auto,Personal L3,1,Agent,447.12,Four-Door Car,Medsize,Low,Low,None,0,0
FI22970,Oregon,3202.59,No,Basic,High School or Below,0011-02-18,Medical Leave,F,34493,Suburban,Married,82,38,18,0,1,Personal Auto,Personal L3,4,Agent,592.92,Four-Door Car,Small,Low,Medium,None,0,0
NE67816,Oregon,3395.6,No,Basic,College,0011-01-16,Employed,M,34503,Suburban,Married,85,42,15,0,1,Personal Auto,Personal L3,2,Branch,612.36,Four-Door Car,Small,Low,Medium,None,0,0
WY80801,California,26133.03,No,Premium,High School or Below,2024-05-01,Employed,F,34507,Suburban,Married,220,4,34,0,2,Corporate Auto,Corporate L1,2,Agent,1327.56,SUV,Medsize,Low,Medium,None,0,0
DK19711,California,7418.5,No,Basic,College,0011-01-30,Employed,M,34511,Urban,Divorced,96,39,78,0,6,Personal Auto,Personal L3,1,Agent,308.5,Four-Door Car,Medsize,Low,Low,None,0,0
WR90490,Nevada,6606.87,No,Basic,High School or Below,0011-01-21,Disabled,M,34522,Suburban,Married,88,0,41,0,3,Personal Auto,Personal L3,3,Agent,421.2,Four-Door Car,Medsize,Low,Low,None,0,0
EL11108,Oregon,19158.66,No,Basic,Doctor,0011-02-14,Employed,F,34526,Suburban,Married,158,14,55,0,2,Personal Auto,Personal L2,3,Branch,758.16,SUV,Medsize,Low,Medium,None,0,0
LJ93770,Arizona,5662.79,No,Basic,Doctor,0011-01-29,Employed,F,34534,Urban,Married,142,12,28,0,1,Personal Auto,Personal L3,2,Branch,580.09,SUV,Medsize,Low,Medium,None,0,0
YX67409,California,10879.19,No,Basic,Bachelor,2024-09-02,Employed,M,34553,Suburban,Married,136,7,116,0,9,Personal Auto,Personal L2,3,Call Center,654.48,SUV,Medsize,Low,Medium,None,0,0
GU92938,Nevada,9373.8,No,Basic,Bachelor,0011-02-19,Disabled,F,34576,Suburban,Married,82,16,70,0,2,Personal Auto,Personal L1,4,Call Center,395.28,Two-Door Car,Small,Low,Low,None,0,0
JX52708,California,6150.69,No,Basic,Bachelor,0011-02-14,Medical Leave,M,34583,Suburban,Divorced,85,30,4,0,3,Personal Auto,Personal L3,2,Call Center,408.24,Two-Door Car,Medsize,Low,Low,None,0,0
JB50798,Oregon,12993.11,No,Extended,Master,0011-01-20,Employed,F,34599,Suburban,Single,167,4,95,2,6,Corporate Auto,Corporate L3,2,Agent,803.52,Sports Car,Medsize,Low,Medium,Low,2,0
CG94611,Oregon,4072.2,No,Extended,College,2024-07-01,Medical Leave,M,34601,Suburban,Single,116,11,85,0,1,Corporate Auto,Corporate L3,4,Agent,557.28,Two-Door Car,Medsize,Low,Medium,None,0,0
WY58555,Oregon,6654.89,Yes,Basic,Bachelor,0011-01-26,Employed,M,34603,Suburban,Married,85,36,70,0,7,Personal Auto,Personal L3,2,Call Center,474.22,Two-Door Car,Medsize,Low,Low,None,0,0
JC93010,California,6654.89,Yes,Basic,Bachelor,0011-01-26,Employed,M,34603,Suburban,Married,85,36,70,0,7,Personal Auto,Personal L2,2,Call Center,474.22,Two-Door Car,Medsize,Low,Low,None,0,0
JJ97525,California,6654.89,Yes,Basic,Bachelor,0011-01-26,Employed,M,34603,Suburban,Married,85,36,70,0,7,Personal Auto,Personal L1,2,Call Center,474.22,Two-Door Car,Medsize,Low,Low,None,0,0
ZO23305,California,6654.89,Yes,Basic,Bachelor,0011-01-26,Employed,M,34603,Suburban,Married,85,36,70,0,7,Personal Auto,Personal L2,2,Call Center,474.22,Two-Door Car,Medsize,Low,Low,None,0,0
VW70435,Oregon,6654.89,Yes,Basic,Bachelor,0011-01-26,Employed,M,34603,Suburban,Married,85,36,70,0,7,Personal Auto,Personal L3,2,Call Center,474.22,Two-Door Car,Medsize,Low,Low,None,0,0
IY37465,Arizona,6654.89,Yes,Basic,Bachelor,0011-01-26,Employed,M,34603,Suburban,Married,85,36,70,0,7,Corporate Auto,Corporate L3,2,Call Center,474.22,Two-Door Car,Medsize,Low,Low,None,0,0
JG81480,Oregon,14340.4,No,Basic,Bachelor,2024-12-01,Employed,F,34606,Rural,Married,90,16,72,0,2,Personal Auto,Personal L2,4,Call Center,195.38,Four-Door Car,Medsize,Low,Low,None,0,0
QV26574,Washington,8118.55,No,Extended,College,2024-10-01,Medical Leave,M,34622,Urban,Married,112,19,124,1,3,Personal Auto,Personal L2,4,Call Center,510.19,Four-Door Car,Medsize,Low,Medium,Low,2,0
CJ63667,Oregon,42934.47,No,Basic,Master,2024-02-01,Disabled,F,34645,Suburban,Married,154,27,120,0,2,Corporate Auto,Corporate L3,2,Branch,895.23,Sports Car,Medsize,Low,Medium,None,0,0
HG33568,Arizona,10101.56,No,Basic,Master,0011-02-14,Employed,F,34649,Urban,Married,85,9,41,2,2,Personal Auto,Personal L3,4,Call Center,364.5,Four-Door Car,Medsize,Low,Low,Low,2,0
QF69163,Washington,5904.03,No,Premium,College,2024-06-01,Disabled,F,34663,Suburban,Married,153,8,113,0,1,Personal Auto,Personal L3,3,Web,732.24,Two-Door Car,Medsize,Low,Medium,None,0,0
VM69145,California,11775.91,No,Basic,College,0011-01-17,Employed,F,34668,Urban,Divorced,99,14,126,0,2,Personal Auto,Personal L3,1,Agent,448.75,Two-Door Car,Medsize,Low,Low,None,0,0
FU43761,Nevada,3288.09,No,Basic,Doctor,2024-09-01,Disabled,F,34699,Suburban,Married,84,5,86,0,1,Personal Auto,Personal L3,1,Call Center,401.76,Four-Door Car,Small,Low,Low,None,0,0
SK69036,California,18603.66,No,Premium,Bachelor,0011-02-20,Employed,M,34706,Suburban,Divorced,159,28,59,0,2,Personal Auto,Personal L1,1,Branch,764.64,Four-Door Car,Small,Low,Medium,None,0,0
QW10541,California,7181.78,No,Basic,High School or Below,0011-01-31,Employed,F,34714,Suburban,Married,90,23,77,0,5,Personal Auto,Personal L3,2,Agent,434.16,Two-Door Car,Small,Low,Low,None,0,0
LY17996,California,8356.93,No,Extended,High School or Below,0011-01-26,Medical Leave,M,34753,Suburban,Married,107,18,85,0,8,Personal Auto,Personal L3,4,Branch,804.93,Two-Door Car,Large,Low,Medium,None,0,0
TE60343,Oregon,6366.96,No,Basic,High School or Below,0011-02-25,Employed,M,34757,Suburban,Married,82,0,113,1,3,Corporate Auto,Corporate L3,2,Agent,395.28,Four-Door Car,Medsize,Low,Low,Low,2,0
NM70181,Oregon,4841.02,No,Extended,Master,0011-01-15,Employed,M,34760,Rural,Married,122,12,31,0,1,Personal Auto,Personal L1,3,Call Center,159.13,Four-Door Car,Medsize,Low,Low,None,0,0
TH72420,Oregon,11772.62,No,Basic,Doctor,2024-05-01,Employed,M,34765,Suburban,Married,99,38,115,0,2,Personal Auto,Personal L3,4,Agent,510.65,Two-Door Car,Small,Low,Medium,None,0,0
LG64797,California,23927.08,No,Extended,College,0011-02-18,Employed,F,34791,Suburban,Married,300,28,78,0,4,Personal Auto,Personal L1,1,Branch,1692.88,Luxury SUV,Medsize,Low,Medium,None,3,0
EY19523,Washington,3150.37,No,Basic,Bachelor,2024-02-02,Disabled,M,34792,Suburban,Divorced,86,18,70,0,1,Personal Auto,Personal L2,1,Call Center,414.72,Four-Door Car,Large,Low,Low,None,0,0
MZ85889,California,7319.06,No,Basic,Master,0011-02-26,Employed,F,34800,Rural,Divorced,92,39,46,0,3,Corporate Auto,Corporate L2,2,Call Center,27.19,Two-Door Car,Large,Low,Low,None,0,0
LZ56963,California,11605.37,No,Basic,College,2024-08-01,Employed,F,34810,Suburban,Single,151,11,30,1,4,Corporate Auto,Corporate L2,1,Call Center,725.76,SUV,Small,Low,Medium,Low,2,0
PM19162,Oregon,19624.66,No,Basic,Bachelor,0011-01-16,Employed,M,34837,Suburban,Divorced,89,34,0,2,2,Personal Auto,Personal L2,2,Call Center,507.42,Four-Door Car,Medsize,Low,Medium,Low,2,0
PK47936,Washington,11813.46,No,Premium,High School or Below,2024-05-01,Employed,F,34838,Suburban,Married,149,27,58,0,5,Personal Auto,Personal L3,4,Call Center,712.8,Four-Door Car,Medsize,Low,Medium,None,0,0
FS49381,Oregon,6459.7,No,Basic,Bachelor,0011-01-26,Employed,F,34848,Urban,Divorced,82,22,131,0,8,Personal Auto,Personal L1,3,Agent,277.2,Four-Door Car,Medsize,Low,Low,None,0,0
KU88219,Arizona,6260.17,No,Basic,Master,2024-07-02,Employed,M,34852,Suburban,Single,161,24,85,0,1,Personal Auto,Personal L1,3,Agent,771.12,Sports Car,Medsize,Low,Medium,None,0,0
IL72707,California,4407.96,Yes,Extended,Bachelor,0011-01-26,Employed,F,34857,Suburban,Divorced,111,14,93,0,1,Personal Auto,Personal L2,1,Agent,531.36,Four-Door Car,Medsize,Low,Medium,None,0,0
TG97744,Oregon,4407.96,Yes,Extended,Bachelor,0011-01-26,Employed,F,34857,Suburban,Divorced,111,14,93,0,1,Corporate Auto,Corporate L2,1,Agent,531.36,Four-Door Car,Medsize,Low,Medium,None,0,0
RR49534,Oregon,4407.96,Yes,Extended,Bachelor,0011-01-26,Employed,F,34857,Suburban,Divorced,111,14,93,0,1,Personal Auto,Personal L3,1,Agent,531.36,Four-Door Car,Medsize,Low,Medium,None,0,0
UM14135,Nevada,4407.96,Yes,Extended,Bachelor,0011-01-26,Employed,F,34857,Suburban,Divorced,111,14,93,0,1,Personal Auto,Personal L1,1,Agent,531.36,Four-Door Car,Medsize,Low,Medium,None,0,0
ZL73902,Nevada,4407.96,Yes,Extended,Bachelor,0011-01-26,Employed,F,34857,Suburban,Divorced,111,14,93,0,1,Personal Auto,Personal L3,1,Agent,531.36,Four-Door Car,Medsize,Low,Medium,None,0,0
TZ19823,California,4407.96,Yes,Extended,Bachelor,0011-01-26,Employed,F,34857,Suburban,Divorced,111,14,93,0,1,Personal Auto,Personal L3,1,Agent,531.36,Four-Door Car,Medsize,Low,Medium,None,0,0
HM93220,Arizona,20609.75,No,Extended,High School or Below,2024-09-02,Medical Leave,F,34900,Suburban,Married,182,39,96,1,2,Personal Auto,Personal L2,1,Agent,874.8,Sports Car,Medsize,Low,Medium,Low,2,0
DF94525,Oregon,6561.84,No,Basic,College,0011-01-23,Medical Leave,M,34903,Suburban,Single,92,32,50,0,9,Personal Auto,Personal L3,1,Branch,534.98,Four-Door Car,Medsize,Low,Medium,None,0,0
TO60700,Washington,10548.11,No,Basic,Bachelor,2024-09-01,Retired,F,34910,Suburban,Single,100,0,59,0,2,Special Auto,Special L2,1,Agent,479.52,Four-Door Car,Small,Low,Low,None,0,0
AJ32539,Oregon,3819.57,No,Basic,Bachelor,0011-02-27,Employed,M,34911,Suburban,Married,97,16,62,0,1,Personal Auto,Personal L3,2,Web,466.56,Four-Door Car,Medsize,Low,Low,None,0,0
EE98024,California,5719.01,No,Premium,College,2024-02-02,Medical Leave,F,34919,Suburban,Married,147,27,76,0,1,Personal Auto,Personal L2,1,Agent,706.32,Four-Door Car,Small,Low,Medium,None,0,0
SU86402,Arizona,8867.82,No,Extended,High School or Below,0011-01-30,Disabled,F,34933,Suburban,Married,112,39,62,0,3,Personal Auto,Personal L3,1,Branch,537.84,Two-Door Car,Medsize,Low,Medium,None,0,0
RO25639,Nevada,7347.7,No,Basic,Doctor,2024-03-02,Employed,F,34943,Urban,Married,93,24,49,3,9,Personal Auto,Personal L3,2,Branch,394.57,Four-Door Car,Medsize,Low,Low,High,2,0
ST52914,Arizona,8157.93,No,Extended,College,2024-05-02,Employed,M,34964,Suburban,Divorced,107,14,15,0,8,Personal Auto,Personal L3,4,Branch,767.88,Two-Door Car,Medsize,Low,Medium,None,0,0
GA46608,Oregon,3376.13,No,Basic,Bachelor,0011-02-21,Employed,M,34964,Suburban,Married,85,27,49,0,1,Personal Auto,Personal L1,3,Agent,408.24,Four-Door Car,Medsize,Low,Low,None,0,0
XL44677,California,3105.93,Yes,Basic,Bachelor,0011-01-15,Retired,M,34972,Suburban,Divorced,85,28,16,0,1,Personal Auto,Personal L1,1,Agent,408.24,Four-Door Car,Large,Low,Low,None,0,0
RD15786,Oregon,3105.93,Yes,Basic,Bachelor,0011-01-15,Retired,M,34972,Suburban,Divorced,85,28,16,0,1,Personal Auto,Personal L3,1,Agent,408.24,Four-Door Car,Large,Low,Low,None,0,0
LO57874,Oregon,3105.93,Yes,Basic,Bachelor,0011-01-15,Retired,M,34972,Suburban,Divorced,85,28,16,0,1,Corporate Auto,Corporate L3,1,Agent,408.24,Four-Door Car,Large,Low,Low,None,0,0
JO17193,Washington,3105.93,Yes,Basic,Bachelor,0011-01-15,Retired,M,34972,Suburban,Divorced,85,28,16,0,1,Personal Auto,Personal L3,1,Agent,408.24,Four-Door Car,Large,Low,Low,None,0,0
XT35473,Arizona,3105.93,Yes,Basic,Bachelor,0011-01-15,Retired,M,34972,Suburban,Divorced,85,28,16,0,1,Personal Auto,Personal L3,1,Agent,408.24,Four-Door Car,Large,Low,Low,None,0,0
UV54104,Oregon,3105.93,Yes,Basic,Bachelor,0011-01-15,Retired,M,34972,Suburban,Divorced,85,28,16,0,1,Personal Auto,Personal L3,1,Agent,408.24,Four-Door Car,Large,Low,Low,None,0,0
BK85520,Oregon,6745.36,No,Basic,College,2024-08-02,Employed,F,34985,Suburban,Single,86,18,84,0,7,Corporate Auto,Corporate L3,1,Agent,429.27,Two-Door Car,Medsize,Low,Low,None,0,0
QD86271,Arizona,16230.22,No,Basic,High School or Below,0011-01-21,Medical Leave,M,34989,Suburban,Married,140,9,41,0,2,Personal Auto,Personal L3,1,Agent,1345.65,SUV,Medsize,Low,Medium,None,0,0
YG37894,California,3503.12,No,Basic,College,2024-11-02,Retired,F,34999,Suburban,Married,97,7,115,3,1,Corporate Auto,Corporate L3,2,Web,891.79,Two-Door Car,Small,Low,Medium,High,2,0
RX14132,California,9757.81,No,Basic,High School or Below,2024-06-01,Employed,M,35000,Suburban,Married,82,38,92,0,2,Personal Auto,Personal L1,4,Agent,395.28,Two-Door Car,Small,Low,Low,None,0,0
OI98135,Washington,5310.65,Yes,Basic,High School or Below,0011-01-23,Employed,M,35001,Suburban,Single,139,8,27,0,1,Personal Auto,Personal L3,2,Web,911.21,SUV,Medsize,Low,Medium,None,0,0
AI74959,California,5310.65,Yes,Basic,High School or Below,0011-01-23,Employed,M,35001,Suburban,Single,139,8,27,0,1,Personal Auto,Personal L3,2,Web,911.21,SUV,Medsize,Low,Medium,None,0,0
JA55700,California,5310.65,Yes,Basic,High School or Below,0011-01-23,Employed,M,35001,Suburban,Single,139,8,27,0,1,Personal Auto,Personal L3,2,Web,911.21,SUV,Medsize,Low,Medium,None,0,0
